"TOT_LVG_AREA","SPEC_FEAT_VAL","structure_quality","SUBCNTR_DI","LND_SQFOOT","OCEAN_DIST","CNTR_DIST","HWY_DIST","WATER_DIST","age","RAIL_DIST","SALE_PRC"
1022,840,2,21255,5300,29922.1,21255,5313.4,10254.1,88,4405.2,125000
1018,2821,2,20009,6148,29399.7,20009,2219.7,9423.1,26,4502.4,115000
1131,1680,1,21041.7,5300,29830.1,21041.7,4819.1,10088.7,70,4401.6,90000
1794,6771,1,20027.6,8025,29491,20027.6,1934.9,9233,56,4391.1,154500
1124,1106,4,21206.1,5300,29993.6,21206.1,4892.1,9948.5,26,4237.5,120000
1124,1106,4,21206.1,5300,29993.6,21206.1,4892.1,9948.5,26,4237.5,175000
1268,6836,1,21092.2,5300,30007,21092.2,4411.6,9705.1,31,4138.2,125000
1094,1008,1,20422.8,6741,29790.6,20422.8,2471.9,9118.9,70,4131.5,89000
1013,0,1,20712,5680,29942.5,20712,3117,9209.6,67,4010.3,89900
863,460,2,21169.9,5300,30143.6,21169.9,4243.8,9506.2,31,3987.6,118000
902,479,1,20699.4,5680,29938.8,20699.4,3078.3,9196.3,16,4010.1,80000
1067,1064,1,21418,5300,30304.2,21418,4658.1,9514.2,69,3879.5,115000
968,0,2,20493.7,6955,30005.8,20493.7,1923.8,8692.1,46,3867.5,95000
1489,0,4,21862.2,5300,30646.7,21862.2,5210.8,9434.6,10,3619.7,179900
1346,1198,2,21191.6,5850,30023.1,21191.6,1651.8,7798.1,75,3033.1,130000
1296,1430,1,21178.4,6962,29968.4,21178.4,1596.4,7789.7,68,3032.5,129000
1199,1033,1,21517.9,6148,30656.5,21517.9,2262,7817.8,78,2879.8,75000
1794,2308,1,21844.2,8480,31181.1,21844.2,3041.7,7969.7,48,2775.2,149500
1156,1416,2,21510.6,5300,30273.4,21510.6,1862.5,7606.6,26,2778,150000
1009,472,1,21420.4,5375,29911.6,21420.4,1495.5,7506.7,79,2773.8,80000
1099,0,1,22013.9,4240,31339.8,22013.9,3125.1,7848.6,56,2618.8,75000
1097,1461,1,21624.7,5300,29701.5,21624.7,1252.2,7190.6,80,2511.6,99900
954,885,2,21614.2,5300,29654.7,21614.2,1205,7178.4,36,2511.8,95000
1222,1740,2,22622.4,6000,29060.4,22622.4,540.7,5915.7,66,1383.3,147500
1151,1335,2,18185.3,6250,27096.5,18185.3,1161.3,6195.9,13,4811.9,187500
1007,1650,2,18670.9,4250,28205.6,18670.9,96.9,7318.3,76,5329.4,199000
1105,0,2,18294.4,4750,23201,18294.4,5076,2990.1,26,958.9,135000
1105,0,2,18294.4,4750,23201,18294.4,5076,2990.1,26,958.9,163000
1087,0,2,18927.5,6250,27943.6,18927.5,324.2,7154,27,5013.7,200400
1189,2787,1,18675.5,5000,22954.5,18675.5,5295.1,3092.6,31,660.6,130000
1128,738,1,19317,5000,27641.9,19317,631,7020.5,80,4517.4,72000
908,1157,1,19186.9,4462,26700.9,19186.9,1556.1,6192.3,52,4371.6,80000
1307,1210,1,19827.9,5500,27611.9,19827.9,625.7,7196.3,51,3969,130500
1420,0,1,19540.5,6750,24693.9,19540.5,3534.4,4641.8,80,2278.1,115000
1489,0,2,19626.3,5284,24569.1,19626.3,3676.9,4496.2,36,2138.3,110000
1489,0,2,19626.3,5284,24569.1,19626.3,3676.9,4496.2,36,2138.3,184000
1503,440,2,19749.6,5200,25396.1,19749.6,2865.9,5306.3,41,2956.4,175000
1264,522,2,20563.5,8100,25536.8,20563.5,2741.5,5327,36,2953.9,175000
975,1009,2,20757.3,4750,24536.5,20757.3,3804.3,4314.5,26,1922,134900
1831,1690,2,21135.2,5580,26419.7,21135.2,1947.2,6015.5,30,2548.4,160000
1087,870,1,21375.9,9516,26312.8,21375.9,2087.1,5707.1,63,2194.9,120000
996,2146,1,22536,6750,25015.3,22536,3469.9,3875.5,78,1023.9,90300
1258,1265,1,22666.1,5000,25325.6,22666.1,3117.8,4053.2,77,967.4,119000
3583,37087,4,13736.3,17605,21035.5,13736.3,959.3,479,35,987.4,2e+06
3067,41400,5,14419.7,13136,20589.5,14419.7,1565.2,289,21,1443.5,2250000
3325,22986,4,14548.5,13042,20501,14548.5,1690,291.1,46,1543,1330000
3362,55598,5,14596.4,13760,21517.7,14596.4,1854.4,1065.7,13,525.9,2500000
3571,47725,5,14974.3,13373,20664.3,14974.3,2120.2,399.7,21,1418.3,2110000
3197,20567,4,14978.2,23892,21557.7,14978.2,2229.9,1003.6,58,523.6,1550000
3853,21725,5,15215.9,17114,20963.1,15215.9,2378.2,406,46,1124.9,2061300
3112,22297,4,15853.1,15290,20258.5,15853.1,2997.3,235.8,64,1941.5,1725000
3031,24771,4,16423.7,13485,21277.1,16423.7,3597,332,63,968.6,1464000
1958,0,5,16850.7,8100,20832.7,16850.7,3996.8,361.4,53,1398.9,655600
2052,21717,5,16923.7,9856,21000.6,16923.7,4075.8,502,63,1215.7,770000
2684,43488,5,17287.9,8800,20527.3,17287.9,4424.9,725.3,16,1635.1,1435000
1614,35967,4,17305.1,8800,20450.3,17305.1,4441.2,726.1,16,1712.6,750000
1487,1901,4,17265.3,8250,21508.4,17265.3,4458,1078.3,21,661.9,680000
2065,1351,4,17395.6,8800,20787.8,17395.6,4541.5,886.2,54,1348.9,606000
2139,37862,5,17490,6985,20864.8,17490,4638.1,997.5,21,1269,985000
2026,34326,5,17811.8,7975,20614.2,17811.8,4952.7,1268.1,41,1495.7,770000
1831,30110,5,18114,8250,21523.2,18114,5309.6,1834,30,604.2,790000
2144,51855,5,18273.9,16500,20526,18273.9,5416.1,997.1,16,1526.6,1535000
1963,1476,4,18828.9,8277,20116.4,18828.9,5965.6,459,46,2053.9,762500
3180,0,2,18811.1,12862,21515.4,18811.1,6008.8,1785.3,91,668.3,1020000
2280,32644,4,18936.7,8400,20867.5,18936.7,6087.7,1124.3,21,1366.1,1060000
2504,37204,4,19159.5,9514,20659.2,19159.5,6305.2,881.7,51,1571,975000
2414,40963,5,19157.6,11340,21157.5,19157.6,6325,1384.7,16,1074.2,1530000
2696,30654,4,19295.2,14137,20416.8,19295.2,6435.8,637.8,66,1778.2,1010000
1604,0,4,19211.5,6050,21978.6,19211.5,6261.1,2145.5,16,326.4,530000
1431,7268,4,19223.6,5500,21880,19223.6,6364.5,2053.4,26,437.9,450000
2101,14362,5,19378.4,6600,20982.4,19378.4,6533.6,1195.4,21,1331.9,970000
4527,2464,4,19798.2,12030,21012,19798.2,6960,1042,56,1269,1175000
1162,0,2,12937.9,10000,23183.5,12937.9,143.7,4253.9,75,2446.7,912500
1174,3943,2,13001.4,5000,23378.9,13001.4,305.5,3590.2,68,1825.4,475000
1322,1045,2,13313,5000,23391.1,13313,342.8,5078.9,26,3299.3,212000
1287,2028,1,13554.5,5000,23476.2,13554.5,321.9,5757.2,75,3980.7,150000
1740,4068,4,13261.9,5000,23637.9,13261.9,565.9,3601.9,19,1886.9,340000
1445,10751,4,14064.5,5000,23911.2,14064.5,595.5,6133.1,11,3949.2,380000
2197,6250,2,14661.7,5000,24447.6,14661.7,219,6475.8,35,3776.7,225000
859,1109,2,14522.8,5800,24453.2,14522.8,886.3,5868.2,37,4252.5,185000
1405,2191,2,14500.1,5800,24455.2,14500.1,986.4,5759,82,4144,150000
1747,0,2,14196.5,7475,22293,14196.5,1575,1693.9,62,115.8,440000
1033,3716,1,14544.8,5018,24575.8,14544.8,1291.5,5431.3,78,3826.4,140000
1218,6194,4,14641.5,5400,24745.4,14641.5,1663.8,5124.8,15,3534.7,335000
1379,672,4,14626.8,5400,24751.5,14626.8,1702.3,5022.7,26,3434.1,220000
1379,672,4,14626.8,5400,24751.5,14626.8,1702.3,5022.7,26,3434.1,287000
1469,923,4,14753.9,5482,24788.1,14753.9,1289.5,5464.3,51,3873.6,210000
1277,3382,2,14567.2,7200,24811.1,14567.2,1774.7,4422.1,70,2842.1,220000
1742,2394,2,14557.6,7200,24820.4,14557.6,1780.8,4322.4,76,2743.4,180000
1742,2394,2,14557.6,7200,24820.4,14557.6,1780.8,4322.4,76,2743.4,190000
1742,2394,2,14557.6,7200,24820.4,14557.6,1780.8,4322.4,76,2743.4,270000
1407,3012,4,14841,5400,24833,14841,1127.3,5671.7,17,4081.8,330000
1247,1657,4,14522.1,5250,23822.8,14522.1,1874.7,3223.7,78,1646.6,320100
988,3675,4,14700.3,7150,24272.1,14700.3,2015.1,3672.8,17,2093.6,335000
1116,2864,4,14886.6,5800,25023.2,14886.6,1810.9,5027.1,19,3451.1,342000
1292,1008,4,15165.8,5800,25085.2,15165.8,773.6,6062.3,26,4482.5,330000
1386,2183,4,15050.1,5800,25126.3,15050.1,1501.7,5353.1,22,3777.8,3e+05
1370,1680,4,15034.4,5800,25131.3,15034.4,1603.5,5254.1,23,3678.9,285000
2027,1008,2,15299.6,6700,25289.3,15299.6,1074.4,5808.8,46,4233.6,275000
1023,1379,1,15108.9,7500,25198.9,15108.9,2301,4600.5,75,3015.1,2e+05
1207,1200,4,15065.7,5050,24758.9,15065.7,2333.8,4164.4,46,2569.1,220000
1449,1066,4,15016.6,7000,22740.3,15016.6,2406.2,2129.2,21,515.9,582000
1173,0,4,15217.2,5000,25324.6,15217.2,2224,4727.6,17,3137.4,344000
1632,888,2,15192.1,5000,25083.4,15192.1,2418.1,4489.1,91,2892.7,203500
1198,304,4,15309.7,7400,25448.6,15309.7,1800.4,5142.7,28,3557.7,250000
1198,304,4,15309.7,7400,25448.6,15309.7,1800.4,5142.7,28,3557.7,369200
1006,0,4,15307.9,7150,25456.5,15307.9,1853.1,5097.3,23,3511.2,265000
1233,988,4,15328,5055,24946.4,15328,2579.1,4296.1,17,2742.9,340000
1681,280,2,15335.6,5450,24322.3,15335.6,2660.2,3634,56,2105.1,340000
1679,748,4,15454.2,5000,25347.3,15454.2,2275.2,4691.2,16,3145.9,379000
1577,829,4,15436.4,5000,25155.7,15436.4,2475.6,4489.9,16,2950.9,450000
1370,2604,2,15653.1,10725,25788,15653.1,1752.2,5188,67,3664.8,255000
1510,0,4,15541.8,6500,22594.2,15541.8,2915.2,1748.6,26,317.8,440000
1683,6233,2,15565.5,5500,24125.3,15565.5,2916,3342.6,68,1884.2,350000
1371,1008,4,16196.6,5000,26071.5,16196.6,466.6,6496.2,12,4805,345000
1082,3906,4,15996.1,7150,26086.5,15996.1,1649,5318.2,17,3866.5,315000
1282,4119,4,16400.9,5000,26232.5,16400.9,212.1,6713.2,21,4703.3,250000
1168,5806,4,15872.4,5200,24296.5,15872.4,3221,3426.3,23,2031.1,290000
1165,924,2,16499.1,5000,26334.6,16499.1,259.2,6719.3,45,4804.4,185000
2050,3102,5,15981.2,5700,24046.4,15981.2,3349.2,3130.3,70,1761.8,380000
1645,2760,4,15988,5600,24093.4,15988,3353.4,3178.2,16,1809.5,5e+05
1642,3525,4,16116.1,5350,24279.7,16116.1,3471.8,3343.1,26,1987.7,350000
1216,2746,1,16242.3,5500,24897.3,16242.3,3037.3,3969.4,88,2613.1,130000
1171,1713,2,16685.9,5280,26450.2,16685.9,1442.6,5537.2,92,4180.9,205000
2087,3996,2,16624.5,11000,24402.8,16624.5,3671.1,3386.8,74,2052.3,387500
1151,41395,5,16622.5,5500,24305.6,16622.5,3822,3286.8,15,1951.4,530000
1043,1156,2,16955,7200,26955.3,16955,1037,6028.2,25,4680.4,210000
1067,9441,1,16735.3,7200,25158.7,16735.3,2946,4158.8,66,2826.3,165100
1584,1210,2,16788.5,6000,24650.8,16788.5,3481.2,3627.9,69,2288.5,295000
1493,2428,1,16997,7200,26374.8,16997,1709.4,5401.3,86,4067.2,90000
1120,2458,2,16857.4,7200,24878.7,16857.4,3298.5,3856.7,76,2517.1,250000
1268,2112,2,14687.7,5250,23763.6,14687.7,175.9,7549.7,21,1313,170000
1135,767,2,16198.9,5000,24338.9,16198.9,266.9,6924.1,36,132.6,147500
1780,1027,2,14863.3,5400,23886.7,14863.3,280.1,7559.4,36,1187.4,87000
1222,580,2,16264.8,5000,24464.4,16264.8,421.9,7083.6,0,286.2,170000
1248,0,2,15183.5,7787,24095.8,15183.5,449.3,7537.5,77,909.3,140000
1285,0,2,15235.7,7308,24153.4,15235.7,506.7,7584.8,77,939.7,130000
1031,939,2,16648.1,5000,24854,16648.1,790.3,7446.5,69,656.2,94200
943,1243,4,15154,6720,24284.2,15154,702.9,8039.8,26,1614.1,160000
1708,12435,2,14852.8,10000,24208.6,14852.8,685.2,8027.5,26,2229.7,240000
1375,3726,2,15400.8,6780,24434,15400.8,818.7,8007.8,76,1418.4,140000
1068,605,2,16578.3,6000,24926.1,16578.3,949.3,7624.4,67,810.8,110000
1745,4947,4,15385.7,8475,24552.5,15385.7,976.9,8316,16,1834.8,240000
1594,7637,2,15721,7316,24686.8,15721,1041.6,8092.4,76,1347.7,145000
1378,348,2,15774,7316,24744.6,15774,1099.7,8147.5,76,1395.3,125700
1269,3099,2,16803.8,5000,25183.6,16803.8,1212.1,7887,21,1073.6,175000
1003,2335,2,16884.7,5000,25381.6,16884.7,1473.7,8170.3,26,1329.4,115000
1125,420,2,15568.8,5304,25041,15568.8,997.3,7848.3,80,2953.8,127000
1020,825,4,16155.2,5000,25377.2,16155.2,1804.6,8847.6,16,2443.5,195000
1506,420,1,15861.2,5000,25311.6,15861.2,1134.7,8021.9,46,3018.4,87000
1280,990,4,16288.6,5000,25497.7,16288.6,1919.8,8954.2,16,2472.6,208500
2002,2327,1,16215.3,5000,25593.8,16215.3,1461,8391.5,61,2967.2,132500
1033,1596,1,16646.3,5000,25992.1,16646.3,1664.7,8674.8,76,3134.1,90000
1302,1322,2,18626.3,5250,26848.9,18626.3,2662.6,9330.9,35,2541.5,118000
1466,1507,2,17182.4,5000,26533.1,17182.4,1753.3,8792.7,50,3521.2,172500
1861,0,2,15036,10725,20946.2,15036,4179.9,3491.4,90,885.6,225000
978,0,2,14568.4,7150,20737.1,14568.4,4180.6,3217,71,865.3,150000
982,1420,2,14324.5,7150,20711.5,14324.5,4030.4,3056.1,84,1019,162500
1717,1740,2,15010.3,8040,21209.7,15010.3,3850.7,3682.1,55,1299.6,180000
1276,829,1,16755.2,5440,22099.8,16755.2,3743.9,3304.5,70,1425.3,144000
1680,0,1,16472.5,4080,21954.5,16472.5,3738.4,3481.9,92,1414.4,80000
1227,0,1,15342.8,6650,21402.7,15342.8,3729.3,3903.5,78,1362.8,185000
1587,1378,1,14711,6307,21154.9,14711,3719.8,3486.8,96,1421.9,111200
1587,1378,1,14711,6307,21154.9,14711,3719.8,3486.8,96,1421.9,210000
1517,2553,2,16594,5400,22627.5,16594,2807.3,4557.2,90,2371.1,180000
1465,4878,1,16135.8,7436,22467,16135.8,2709,4812.7,59,2451.1,175300
997,1625,1,16181.9,7200,22658.6,16181.9,2359.9,5019.2,69,2474.3,125000
1119,0,2,17371.5,6175,23448.1,17371.5,2037.9,4909.5,70,2164.4,176000
1198,0,2,17195.1,8640,23703.2,17195.1,1486.3,5763.7,78,1602.9,175000
1804,6056,2,16785.7,7200,23543.3,16785.7,1337.7,5823.5,66,1451.9,136500
1302,0,2,11791.5,7250,20221.3,11791.5,2677.2,4115.2,81,456.1,115000
942,0,1,12860.5,9737,21422.6,12860.5,2186.7,5002,82,258,135000
1257,0,2,12814.4,7200,21672.7,12814.4,1785.7,5688.9,51,1007.5,163200
1038,2520,2,13939.7,4933,22160.8,13939.7,1658.4,5099.7,36,717.5,187800
1167,7585,2,14534.8,4933,22607.2,14534.8,1335.6,5321,88,1266.8,151000
1616,471,2,12780.7,6950,22062.1,12780.7,1002.5,6740.2,89,2112.4,155000
967,935,2,15601.2,5000,23589.7,15601.2,414.8,6129.6,21,534.5,160000
1374,6937,2,15356,6000,23611,15356,238.3,6365.4,21,372.2,230000
1570,2435,2,9725.2,6900,19985.3,9725.2,2522.4,3631.8,75,1568.6,1566700
1705,0,2,10881.9,7200,21114.1,10881.9,1785.1,3885.8,34,1889.3,380000
1023,0,2,11397,4330,21372.7,11397,1317.7,4954.5,32,2958.4,230000
1838,1782,1,11533.9,7250,21384.3,11533.9,827.4,5401.7,62,3394.5,260000
1838,1782,1,11533.9,7250,21384.3,11533.9,827.4,5401.7,62,3394.5,295000
1701,528,2,11287.2,5000,21374.1,11287.2,1548.7,4546.3,91,2564.9,2e+05
1015,1307,2,11304.6,5400,21366.3,11304.6,1545.6,4639.6,46,2653.4,220000
1797,421,4,11171.2,5008,21437.6,11171.2,1510.8,3827.3,16,1904.2,395000
1544,0,2,11467.5,7150,21361.8,11467.5,1062.2,5249.9,93,3244.1,277800
1176,1788,2,11146.6,5000,21469.2,11146.6,1494.2,3587.1,31,1699.1,350000
1415,0,2,11141.9,5000,21475.1,11141.9,1491.3,3541.1,30,1656.9,365000
1202,0,2,11442.9,5000,21523,11442.9,1405.5,4630.4,91,2668.7,215000
1428,388,2,12018.3,7200,21685.6,12018.3,234.3,6134.3,63,3400,319000
1044,277,1,12003.2,7150,21886.4,12003.2,973.1,5494.6,77,3544,220000
1326,0,1,12624.6,5000,22719.1,12624.6,206.5,4938.6,92,3041.5,450000
887,232,2,12812.8,5000,22859.1,12812.8,129.7,5143.6,65,3268.8,6e+05
2794,32955,5,9289.2,7500,13617.6,9289.2,2957,204.5,18,5600,1176000
1897,485,1,7925,7380,18539,7925,4053,1999.2,82,197.3,1100000
921,1375,1,10289,3400,18756.1,10289,2065.1,3644.1,90,339.3,185000
1107,1129,2,10905.3,5000,19264.7,10905.3,2488.7,3615,36,698.3,2e+05
1572,3512,2,11258.1,5000,19436.9,11258.1,2936.8,3333,64,241.4,155000
981,0,2,11136.7,5000,19403.3,11136.7,2737,3477.8,78,441.8,112000
2974,1650,2,12812.6,19320,20072.6,12812.6,4025.3,2498.7,81,1000.8,215000
1173,992,2,11311.3,5000,19645.5,11311.3,2684.1,3690.9,73,473.3,150000
880,0,2,5454.2,6250,12525,5454.2,1882.9,0,52,630.6,510000
1256,1504,4,6468.6,5008,12766.1,6468.6,1374.3,240.5,18,647.3,375000
1489,5337,4,6773.5,5050,13011.6,6773.5,1090.4,319.8,19,557.9,372000
1449,3496,2,6146.5,16019,12935.1,6146.5,1290.9,44,27,232.3,785000
2922,12264,4,6189.3,10887,13044,6189.3,1196.8,23.8,20,173.8,899000
1526,2064,4,6360.4,4241,13654.8,6360.4,701.6,476.6,91,335.6,260000
1014,0,4,13326.5,5900,17721.1,13326.5,2777.2,359,16,2517.9,245000
1416,0,2,13483.1,5200,17992.1,13483.1,2994,566.2,59,2259,150000
1353,0,2,14032.2,3200,18813.6,14032.2,3615.8,1230.2,88,1521,95000
1353,0,2,14032.2,3200,18813.6,14032.2,3615.8,1230.2,88,1521,142000
1224,0,1,6631.4,6950,16558.3,6631.4,1653.4,4279.8,34,1574.6,159000
1470,0,1,4509,5000,9548.1,4509,2215.8,927.2,91,3280.1,4e+05
1901,67,1,3825.6,5000,9506.4,3825.6,1537.5,399.4,81,2599.1,330000
1552,1116,4,29990.8,5600,1257.3,41674.9,22188.6,266.6,80,16240.1,5e+05
1555,271,4,30006.5,6860,2061.9,41289.3,22119.9,270.8,60,15573.8,6e+05
1536,0,4,30041.9,5600,2057.8,41311,22152.9,309.4,79,15540.5,525000
2043,3448,4,30147.1,5600,1126.6,41857,22354.1,446.4,54,16212.4,730000
1725,418,4,30198.6,5600,1503,41713,22363.8,412.4,76,15866.1,667000
2190,0,5,30152.5,5600,2489.8,41187.5,22220.5,455.9,26,15122.3,885000
2569,480,4,30235.7,8400,1389.1,41797,22411.7,439.4,52,15909.8,929000
1323,0,2,30281.7,5600,1224.8,41913.8,22474.2,507.8,74,16026.6,565000
1410,776,2,30384.2,5600,836.1,42185.9,22617.4,598.7,71,16277.4,5e+05
1911,38148,4,30702,5600,1215.8,42258.9,22886.9,911.2,31,15738.4,750000
1654,34255,2,30752.9,5600,2192.8,41820.2,22839,935.2,66,14909.1,680000
2274,4927,4,30869.7,8400,1101.8,42450.4,23063.3,835.4,75,15701.9,773000
1902,0,5,30872.9,5600,1472.9,42267.8,23026.7,1090.9,54,15398.1,714500
1543,2092,4,30905.3,5600,1630.4,42215.3,23042.3,1140.4,54,15243.5,625000
2204,2894,5,30872.1,5600,2717.8,41649.4,22907.4,551.5,31,14401.8,870000
1690,36904,4,31143.3,8400,2320.9,42068.5,23210.3,850,49,14491.7,880000
1722,7126,2,31274.9,5600,2601.3,42036.6,23315,535.4,65,14193.7,720000
1858,0,4,31572,5607,1668.2,42734.7,23692.4,1377.8,62,14731.1,710000
1953,809,4,31492.3,8730,2606.3,42241.4,23534.2,485.5,81,14006.7,950000
3804,21865,5,31531.9,12000,2768,42158,23553.3,261.6,21,13834.2,2200000
1986,20860,4,31650.6,5625,1455,42925.4,23795,1246.7,57,14865.6,760000
1686,865,4,31656.4,5625,1393.6,42955.5,23806,1184.6,63,14906.2,560000
2603,8134,4,31944.8,10000,2792.4,42514.7,23964,200,49,13582.5,9e+05
1767,3311,4,32063.1,5600,1147.1,43390.1,24226.2,933.8,31,14846,805000
1871,2312,4,32024.5,5600,2084.8,42917.7,24101.9,750.5,66,14098.4,570000
1762,765,4,32230.9,5600,1443.9,43394.8,24364,1202.3,76,14493.6,640000
1923,4160,2,32257.9,5600,1172.1,43548.2,24417.1,946.2,16,14713,713500
1960,0,2,32228.4,8960,1720.2,43267,24336.9,938.9,74,14245.6,890000
1486,2792,2,32493.1,5600,1484.4,43608.8,24621.4,1057.8,72,14320.9,660000
2098,2599,4,32913.1,5600,1355,44032.5,25049.8,1032.1,59,14192,595000
1852,0,4,33165.9,5600,1345.9,44242.5,25298.6,939.3,67,14032.2,610000
2141,2935,4,33372.4,5600,1767.7,44208.4,25462.9,429.2,63,13518,682500
1842,550,2,33441.2,5600,1053.9,44595,25594.1,770.8,64,14101.8,660000
1521,0,4,33489.8,5600,1054,44635,25641.8,768.4,76,14069.4,730000
2299,50874,5,33686.6,6160,1218.5,44722.3,25820.4,891.8,4,13803.3,1290000
1763,0,4,33835.4,5600,1753.5,44595.5,25919.7,329,61,13230.8,692500
2008,0,4,33881.2,5600,1870.1,44583.7,25955.9,222,66,13111.4,725000
1669,0,4,33908.7,5600,1487.3,44782.8,26015.3,606.4,68,13430.5,555000
1599,0,2,34191.5,5600,1215.1,45141.2,26317.1,886.6,75,13504.9,608000
1673,0,5,34686.3,5600,1894,45256.1,26750.4,246.1,36,12623.6,710000
1737,24379,4,34829.6,5600,1331.1,45622.2,26935.9,795.5,46,13030.5,660000
2213,42032,4,35554.7,10000,5496.8,44343.3,23329.1,343.7,44,9055.6,1178800
3889,24850,5,35550.4,10000,5258.1,44454.6,23576.3,570.9,11,9250.1,1900000
3000,37523,5,35547.1,10000,4954.3,44590.8,23874.5,586.6,16,9486.4,1800000
2747,0,4,35852.1,10625,5160.9,44759.7,23651.4,518.7,59,9127.6,905000
2686,0,5,35972.2,10000,4784.9,45043.3,24035,428.9,16,9371.4,1550000
5953,48943,5,36272.2,10000,5108.9,45158.1,23699.6,376.4,0,8923.5,2494600
1990,1554,4,36271.1,10000,5028.6,45195.8,23784.1,452.2,56,8993.1,975000
4490,27367,5,36742.9,10625,4714.2,45752.9,24084.7,370.6,45,8984.7,1575000
2807,42305,5,36819.8,11250,4324,45967.7,24409.2,0,36,9249.5,1935000
2175,754,4,12402.4,18630,3883.4,26458.2,4470.7,23.5,75,18154.2,2450000
2033,0,4,12534.5,6450,2822.7,27453.9,5046.3,425.1,58,19394.7,957500
2741,40000,5,12879.5,6450,2537,27924.2,5496.7,469,31,19735.2,1935000
1582,15867,4,13340.1,5795,3486.5,27578.3,5575.6,754.5,65,18857.5,650000
2740,27064,5,13475,7050,2043.6,28697.8,6249.3,350.7,31,20293.9,1360000
1689,0,4,13534.7,6250,2583.8,28375,6088.4,688.8,65,19781.5,8e+05
2893,21426,5,14303,7562,1676.1,29468.6,7102.3,258.7,21,20660.2,1671000
3191,43009,5,14560.1,9325,1687.9,29636.2,7324.9,254.6,29,20669.1,2450000
3812,22739,5,14459.8,8212,3221.1,28525.7,6739.2,353.4,9,19125.4,2025000
1826,26813,5,14489.2,7701,2979.2,28709.7,6835.9,584,25,19364.6,1095000
2276,20967,4,14590.2,10419,3185.4,28638.1,6873.6,365.9,91,19170.1,875000
3893,990,4,15076.8,9329,1677.4,29999.2,7791.1,239.3,52,20720.2,1340000
1879,68193,4,15281.1,7768,1778.9,30075.7,7946,360.4,37,20629.1,1190000
1871,324,5,15664.2,7436,1932.8,30246.2,8254.3,565.5,37,20500.1,1850000
2654,42748,5,16209,8890,1874.3,30662.3,8762.2,605.8,27,20605.3,2500000
3631,34191,5,16108,11606,3538.1,29480,8231.3,230.8,31,18916.2,2500000
1867,53966,4,16892.5,7722,1566.7,31364.5,9496.8,226.4,27,20986.2,1110000
4006,0,5,16858.6,8345,4020.1,29721.8,8880.1,306.3,9,18528.4,2600000
2728,297,4,17242,7688,3774.8,30164.9,9300.9,696.4,50,18795.1,1e+06
2969,29570,5,17369.7,8375,1723.5,31611.5,9900.8,379.5,30,20852.3,1600000
2518,3015,5,17537.9,7244,1749.2,31710.4,10047.5,407.3,20,20836.5,1235000
3943,35446,5,17687.7,7412,1654.4,31880.9,10214.6,293.2,36,20944.4,1750000
2674,0,4,17861.2,8602,1722.2,31986.7,10369.4,269.4,65,20918.7,1238000
4328,4021,5,18116.2,9625,3638.6,30982.8,10212.1,738.6,69,19022.3,1315000
3618,0,4,18210.4,9875,2168.1,31967.5,10592.9,560.3,76,20497.6,1800000
3717,42947,5,18497.5,6938,2039.5,32255.6,10895.8,348.6,16,20581.3,1410000
3414,1819,5,18597.1,7422,1943.2,32389.9,11013.6,220.8,36,20633.4,1500000
2394,0,5,18966.7,7500,2206.6,32494.1,11306.4,323.2,30,20231.2,1250000
2927,30187,5,18909.5,7178,3320.5,31799.4,11046.4,324.7,40,19207.5,1500000
1924,0,4,20649,9000,10709.9,27978.7,12259.8,11,64,12101.7,1650000
4536,35180,4,21348.9,11000,12445.7,27235.4,12304.7,0,58,10315.2,2e+06
1876,0,4,21104.8,7140,11530.5,27720.8,12424.1,200.7,36,11235.7,550000
1952,994,4,20787.4,6840,9964.6,28675.8,12547.3,396.1,26,12757.6,535000
2046,29,4,21433.2,7140,11397.1,28169.9,12844.9,499.9,31,11374.5,585000
2214,26774,4,22077.7,7700,13020.9,27491,12848,440.3,50,9799.2,590000
1669,0,4,21196.4,7140,10448.3,28697.4,12944,687.7,66,12222.4,375000
2961,29278,4,22303.1,8000,13203.4,27580.1,13014,285.4,44,9643.9,740000
1618,3579,4,21235,7140,10180.1,28948.6,12996.7,813.4,51,12431.6,447800
1459,0,4,21716.5,7140,11595.5,28297.6,13080.2,321,26,11109,419000
2190,31744,4,22112.9,9200,12527,27945.9,13122.3,0,31,10227.9,1850000
2987,1033,4,21833.9,7140,11445.8,28543.6,13268,505.4,41,11210.8,565000
1703,600,4,21710.8,6840,11051,28734.1,13285,820,36,11560,550000
1604,0,4,21627.3,7140,10772.5,28871.5,13296,818.5,65,11816.1,380000
1915,18525,4,22477.6,9000,12724.4,28165.8,13436.4,167.9,66,9952.7,510000
1770,0,4,22689.2,7700,12822.8,28290.4,13621.8,265.5,68,9794,460000
1640,0,4,21841.3,6875,6872.4,31839.7,13598,395.7,52,14977.1,525000
1902,0,5,21956.7,6625,6488.7,32189.1,13735.6,574.7,23,15251.6,660000
1588,2453,4,22075.2,7750,6173.7,32491.2,13871.2,691.3,63,15456.9,475000
1768,0,4,21986.5,7585,5064.8,33130.7,13872.9,259.6,79,16444.4,560000
2514,42055,4,22053.2,8840,4585.8,33489.7,13989.5,10.3,49,16831.2,1600000
2257,6083,4,22219.2,6431,5318.6,33171,14083.9,573.2,79,16153,470000
